DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDV: Maldives,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2017,    72.8,0: Units,PCNT: %,RA: Reanalysed,,67.8,77.2,504.6,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Maldives Demographic and Health Survey 2016-17. Malé  Maldives  and Rockville  Maryland  USA  MOH and ICF,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2009-2017,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MLI: Mali,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2001,    86.2,0: Units,PCNT: %,ER: External Reanalysis,,,,2098,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête démographique et de santé au Mali 2001. Demographic and Health Surveys. Calverton  Maryland  USA  CPS/MS  DNSI et ORC Macro  2002,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MLI: Mali,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2006,    81.5,0: Units,PCNT: %,RA: Reanalysed,,79.5,83.4,2505.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête démographique et de santé du Mali 2006. DHS. Calverton  Maryland  USA  CPS/DNSI et Macro International Inc.  2007,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MLI: Mali,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2010,    71.8,0: Units,PCNT: %,RA: Reanalysed,,70,73.5,5122,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête par Grappes à Indicateurs Multiples 2009 - 2010  Rapport final  Bamako Mali  2011,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MLI: Mali,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2015,    80.4,0: Units,PCNT: %,RA: Reanalysed,,78.5,82.2,3302.7,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête par Grappes à Indicateurs Multiples au Mali (MICS-Mali)  2015  Résultats clés. Bamako  Mali  INSTAT,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MLI: Mali,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2018,    78.6,0: Units,PCNT: %,RA: Reanalysed,,76.1,80.9,1932,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête Démographique et de Santé au Mali 2018. Bamako  Mali et Rockville  Maryland  USA   INSTAT  CPS/SS-DS-PF et ICF,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MLI: Mali,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2019,    79.4,0: Units,PCNT: %,RA: Reanalysed,,76.6,81.9,3015.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête Nationale Nutritionnelle Anthropométrique et de Mortalité rétrospective suivant la méthodologie SMART  Mali 2019,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MLI: Mali,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2020,    81.3,0: Units,PCNT: %,RA: Reanalysed,,78.3,84,1840.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,10ème Enquête Nutritionnelle Anthropométrique et de Mortalité Rétrospective basée sur la méthodologie SMART au Mali (SMART-2020 Mali),https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2007,    57.8,0: Units,PCNT: %,RP: Reported,,,,206,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Marshall Islands Demographic and Health Survey 2007,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2007-2017,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2017,    35.5,0: Units,PCNT: %,RA: Reanalysed,,25.5,47.1,164.5,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Republic of the Marshall Islands Integrated Child Health and Nutrition Survey 2017  Final Report. Majuro  Republic of the Marshall Islands  RMI Ministry of Health and Human Services  RMI Economic  Policy Planning and Statistic Office  2017,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2007-2017,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MRT: Mauritania,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    75.4,0: Units,PCNT: %,ER: External Reanalysis,,,,901,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête démographique et de santé Mauritanie 2000-2001. Demographic and Health Surveys. Calverton  Maryland  USA  ONS et ORC Macro  2001,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MRT: Mauritania,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2007,    64.2,0: Units,PCNT: %,RA: Reanalysed,,61.3,66.9,1681.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête par grappes à indicateurs multiples  Mauritanie 2007. Nouakchott  Mauritania  ONS and UNICEF  2008,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MRT: Mauritania,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2011,    66.0,0: Units,PCNT: %,RA: Reanalysed,,63.1,68.8,1764.5,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Suivi de la situation des femmes et des enfants. Enquête par grappes à indicateurs multiples (MICS) 2011  Rapport final. Nouakchott  Mauritanie  ONS  2012.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MRT: Mauritania,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2015,    69.5,0: Units,PCNT: %,RA: Reanalysed,,66.7,72.2,2140.1,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Mauritanie Enquête par Grappes à Indicateurs Multiples (MICS) 2015 - Rapport Final  Mars 2017,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MRT: Mauritania,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2020,    67.1,0: Units,PCNT: %,RA: Reanalysed,,64.5,69.6,1987.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête Démographique et  de Santé en Mauritanie 2019-2021. Nouakchott  Mauritanie et Rockville  Maryland  USA   ONS  MS  et ICF.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2015,    36.1,0: Units,PCNT: %,RA: Reanalysed,,31.7,40.7,1440.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Encuesta Nacional de Niños  Niñas y Mujeres en México 2015 - Encuesta de Indicadores Múltiples por Conglomerados 2015  Resultados Principales  2016,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2015-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2019,    34.8,0: Units,PCNT: %,RA: Reanalysed,,30,39.8,1842515,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Encuesta nacional de salud y nutrición 2018. Cuernavaca  México  Instituto Nacional de Salud Pública  2019,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2015-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    66.7,0: Units,PCNT: %,RA: Reanalysed,,63.6,69.6,1255,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Mongolia child and development survey - 2000 (MICS-2)  National report 2001. Ulaanbaatar  Mongolia  National Statistics Office  2001,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2005,    72.9,0: Units,PCNT: %,RA: Reanalysed,,69.5,76,723.5,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Mongolia Child and Development 2005 survey (MICS-3)  final report. Ulaanbaatar  Mongolia  2007,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2010,    75.5,0: Units,PCNT: %,RA: Reanalysed,,72.4,78.4,957.8,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,2010 Child Development Survey MICS-4 Final Report,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2013,    66.1,0: Units,PCNT: %,RA: Reanalysed,,63,69,1180,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Social indicator sample survey 2013 (MICS). Final Report.Ulaanbaatar  Mongolia  National Statistical Office  2014.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2016,    64.0,0: Units,PCNT: %,RA: Reanalysed,,58.6,69,604.1,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Nutrition Status of the Population of Mongolia  Fifth National Nutrition Survey Report,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2018,    63.9,0: Units,PCNT: %,RA: Reanalysed,,59.9,67.7,1092.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Social Indicator Sample Survey-2018  Survey Findings Report. Ulaanbaatar  Mongolia  National Statistical Office of Mongolia,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2005,    21.2,0: Units,PCNT: %,RA: Reanalysed,,15.4,28.5,197,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Montenegro multiple indicator cluster survey 2005  Final report. Podgorica  Montenegro  MONSTAT  SMMRI and UNICEF  2006,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2005-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2013,    14.6,0: Units,PCNT: %,RA: Reanalysed,,10.3,20.3,255.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,2013 Montenegro multiple indicator cluster survey  Final report. Podgorica  Montenegro  MONSTAT and UNICEF  2014.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2005-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2018,    24.9,0: Units,PCNT: %,RA: Reanalysed,,16.3,36.1,231.1,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,2018 Montenegro multiple indicator cluster survey (MICS)  Final report. Podgorica  Montenegro  MONSTAT and UNICEF  2019,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2005-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2003,    35.1,0: Units,PCNT: %,RA: Reanalysed,,31.9,38.4,1072,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête dur la population et la santé familiale (EPSF) 2003-2004. Demographic and Health Surveys. Calverton  Maryland  USA  Ministère de la Santé et ORC Macro  2005,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2003,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2003,    82.7,0: Units,PCNT: %,RA: Reanalysed,,80.3,84.8,1876.5,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Moçambique inquérito demográfico e de saúde 2003. Demographic and Health Surveys. Calverton  Maryland  USA  Instituto Nacional de Estatística  Ministério da Saúde and ORC Macro  2005,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1997-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2008,    78.3,0: Units,PCNT: %,RA: Reanalysed,,76,80.4,2449.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Mozambique multiple indicator cluster survey 2008 (MICS). Maputo  Mozambique  INE  2009,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1997-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2011,    75.4,0: Units,PCNT: %,RA: Reanalysed,,73.1,77.5,2220.6,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Moçambique inquérito demográfico e de Saúde 2011. Demographic and Health Surveys. Calverton  Maryland  USA  MISAU  INE e ICFI  2013,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1997-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    78.4,0: Units,PCNT: %,RA: Reanalysed,,76.1,80.6,2836.8,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Union of Myanmar monitoring national programme of action goals though multiple indicator cluster survey 2000. Yangon  Myanmar  2001,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2016,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2016,    78.5,0: Units,PCNT: %,RA: Reanalysed,,74.7,81.8,823.4,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Myanmar Demographic and Health Survey 2015-16  Final Report. 2016,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2016,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NAM: Namibia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    65.6,0: Units,PCNT: %,RA: Reanalysed,,61,70,710.5,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Namibia demographic and health survey 2000 (Demographic and Health Surveys). Windhoek  Namibia  MOHSS  2003,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1992-2013,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NAM: Namibia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2007,    53.2,0: Units,PCNT: %,RA: Reanalysed,,49.5,56.9,836.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Namibia demographic and health survey 2006-07. Demographic and Health Surveys. Windhoek  Namibia and Calverton  Maryland  USA  MoHSS and Macro International Inc.  2008,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1992-2013,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NAM: Namibia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2013,    46.6,0: Units,PCNT: %,RA: Reanalysed,,42.7,50.6,752.7,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,The Namibia demographic and health survey 2013. Demographic and Health Surveys. Windhoek  Namibia  and Rockville  Maryland  USA  MoHSS and ICF International  2014,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1992-2013,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NRU: Nauru,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2007,    66.5,0: Units,PCNT: %,RP: Reported,,,,41,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Nauru 2007 demographic and health survey. Demographic and Health Surveys. Auckland  New Zealand  NBS  SPC and Macro  2009,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2007-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2001,    95.9,0: Units,PCNT: %,RA: Reanalysed,,94.6,96.9,1266.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Nepal demographic and health survey 2001. Demographic and Health Surveys. Calverton  Maryland  USA  Family Health Division  Ministry of Health  New ERA  and ORC Macro  2002,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1996-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2006,    96.6,0: Units,PCNT: %,RA: Reanalysed,,94.7,97.9,938.2,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Nepal demographic and health survey 2006. Demographic and Health Surveys. Kathmandu  Nepal  Ministry of Health and Population  New ERA  and Macro International Inc.  2007,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1996-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2011,    93.7,0: Units,PCNT: %,RA: Reanalysed,,91.2,95.5,951.5,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Nepal demographic and health survey 2011. Demographic and Health Surveys. Kathmandu  Nepal  Ministry of Health and Population  New ERA  and ICF International  Calverton  Maryland 2012,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1996-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2014,    92.1,0: Units,PCNT: %,RA: Reanalysed,,89.5,94.2,1007.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Nepal Multiple Indicator Cluster Survey 2014  Final Report,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1996-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2016,    94.0,0: Units,PCNT: %,RA: Reanalysed,,91.9,95.6,998,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Nepal Demographic and Health Survey 2016. Kathmandu  Nepal  Ministry of Health  Nepal. 2017,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1996-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2019,    91.3,0: Units,PCNT: %,RA: Reanalysed,,88.9,93.2,1265,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Nepal Multiple Indicator Cluster Survey 2019  Survey Findings Report. Kathmandu  Nepal  Central Bureau of Statistics and UNICEF Nepal.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1996-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2001,    52.2,0: Units,PCNT: %,RA: Reanalysed,,49.2,55.2,1238.4,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Encuesta nicaragüense de demografia y salud 2001. Demographic and Health Surveys. Calverton  Maryland  USA  INEC  MINSA  and ORC Macro  2002,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1998-2012,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2012,    53.2,0: Units,PCNT: %,RA: Reanalysed,,49.5,56.9,1628.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Encuesta Nicaragüense de Demografía y Salud 2011/12 - Informe Final,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1998-2012,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NER: Niger,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    81.8,0: Units,PCNT: %,RA: Reanalysed,,78.9,84.3,915.2,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquete a indicateurs multiples 2000 (MICS2). Niamey  Niger  2000,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1992-2022,M12T23: 12 to 23 months old
