DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ETH: Ethiopia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2011,    89.9,0: Units,PCNT: %,RA: Reanalysed,,87.6,91.8,1835.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Ethiopia demographic and health survey 2011. Demographic and Health Surveys. Addis Ababa  Ethiopia and Calverton  Maryland  USA  Central Statistical Agency and ICF International  2012,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ETH: Ethiopia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2016,    84.8,0: Units,PCNT: %,RA: Reanalysed,,81.9,87.2,1900.5,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Ethiopia Demographic and Health Survey 2016. Addis Ababa  Ethiopia  and Rockville  Maryland  USA  CSA and ICF.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ETH: Ethiopia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2019,    81.1,0: Units,PCNT: %,RA: Reanalysed,,76.7,84.8,986.5,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Ethiopia Mini Demographic and Health  Survey 2019  Final Report. Rockville  Maryland  USA  EPHI and ICF  2021.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GAB: Gabon,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    29.2,0: Units,PCNT: %,ER: External Reanalysis,,,,693,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête démographique et de santé Gabon 2000. DHS. Calverton  Maryland  Direction Générale de la Statistique et des Etudes Economiques  et Fonds des Nations Unies pour la Population  et ORC Macro  2001,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GAB: Gabon,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2012,    22.8,0: Units,PCNT: %,RA: Reanalysed,,19.6,26.5,824.7,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête démographique et de santé du Gabon 2012. Demographic and Health Surveys. Calverton  Maryland  et Libreville  Gabon   DGS et ICF International  2013,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GAB: Gabon,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2020,    16.8,0: Units,PCNT: %,RA: Reanalysed,,13.3,21,1121.4,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Gabon Enquête Démographique et de Santé (EDSG-III) 2019-2021,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    78.5,0: Units,PCNT: %,RA: Reanalysed,,74.6,82,835.1,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,The Gambia multiple indicator cluster survey report  2000 (MICS). Banjul  The Gambia  2002,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2006,    80.9,0: Units,PCNT: %,RA: Reanalysed,,78.5,83,1485.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,The Gambia Multiple Indicator Cluster Survey 2005/2006 Report. Banjul  The Gambia  GBoS  2007,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2010,    66.4,0: Units,PCNT: %,RA: Reanalysed,,63.6,69.1,2420.8,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,The Gambia multiple indicator cluster survey 2010 (MICS)  Final report. Banjul  The Gambia  GBOS  2012,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2013,    78.5,0: Units,PCNT: %,RA: Reanalysed,,76.1,80.7,1568.2,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,The Gambia Demographic and Health Survey 2013. Banjul  The Gambia  and Rockville  Maryland  USA  GBOS and ICF International  2014.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2018,    79.5,0: Units,PCNT: %,RA: Reanalysed,,77.1,81.7,1880.2,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,The Gambia Multiple Indicator Cluster Survey 2018  Survey Findings Report. Banjul  The Gambia  The Gambia Bureau of Statistics,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2020,    74.0,0: Units,PCNT: %,RA: Reanalysed,,70.5,77.3,1382.8,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,The Gambia Demographic and Health Survey 2019- 20. Banjul  The Gambia and Rockville  Maryland  USA  GBoS and ICF,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GEO: Georgia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2005,    30.1,0: Units,PCNT: %,RA: Reanalysed,,25,35.9,373,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Georgia monitoring the situation of children and women. Mulitple indicator cluster survey 2005.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2005-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GEO: Georgia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2018,    25.3,0: Units,PCNT: %,RA: Reanalysed,,20.6,30.5,455.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Georgia Multiple Indicator Cluster Survey 2018  Survey Findings Report. Tbilisi  Georgia  National Statistics Office of Georgia.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2005-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2003,    84.5,0: Units,PCNT: %,RA: Reanalysed,,81.2,87.3,661.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Ghana demographic and health survey 2003. Demographic and Health Surveys. Calverton  Maryland  GSS  NMIMR  and ORC Macro  2004,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2006,    77.6,0: Units,PCNT: %,RA: Reanalysed,,73.4,81.3,705.8,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Monitoring the situation of children  women and men. Ghana Multiple indicator cluster survey 2006.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2008,    76.2,0: Units,PCNT: %,RA: Reanalysed,,72.2,79.9,529.6,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Ghana demographic and health survey 2008. Demographic and Health Surveys. Accra  Ghana  GSS  GHS  and ICF Macro  2009,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2011,    68.8,0: Units,PCNT: %,RA: Reanalysed,,64.8,72.4,1452.6,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Ghana multiple indicator cluster survey (MICS) with an enhanced malaria module and biomarker 2011  Final report. Accra  Ghana  2012,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2014,    75.9,0: Units,PCNT: %,RA: Reanalysed,,72.2,79.3,1061.7,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Ghana Demographic and Health Survey 2014. Rockville  Maryland  USA  GSS  GHS  and ICF International.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2017,    66.1,0: Units,PCNT: %,RA: Reanalysed,,62.2,69.9,1694.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Multiple Indicator Cluster Survey (MICS2017/18)  Survey Findings Report. Accra  Ghana  GSS,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GTM: Guatemala,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2009,    62.9,0: Units,PCNT: %,RP: Reported,,,,1861,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Encuesta nacional de salud materno infantil 2008 (ENSMI-2008/09). Ciudad de Guatemala  Guatemala  Ministerio de Salud Pública  MSPAS  INE y CDC  2010,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2021,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GTM: Guatemala,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2015,    72.0,0: Units,PCNT: %,RA: Reanalysed,,69.5,74.4,2263.7,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Encuesta Nacional de Salud Materno Infantil 2014-2015. Ciudad de Guatemala  Guatemala  2015.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2021,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GIN: Guinea,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2005,    87.3,0: Units,PCNT: %,ER: External Reanalysis,,,,1068,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête démographique et de santé  Guinée 2005. Demographic and Health Surveys. Direction Nationale de la Statistique. Calverton  Maryland  U.S.A.  DNS et ORC Macro  2006,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GIN: Guinea,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2012,    86.5,0: Units,PCNT: %,RA: Reanalysed,,83.8,88.8,1247.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,L’Enquête Démographique et de Santé et à Indicateurs Multiples en Guinée de 2012   Rapport de synthèse. Calverton  Maryland  USA   INS et ICF International,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GIN: Guinea,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2016,    79.7,0: Units,PCNT: %,RA: Reanalysed,,76.2,82.8,1450.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête par grappes à indicateurs multiples (MICS  2016)  Rapport final  Conakry  Guinée. 2017,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GIN: Guinea,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2018,    77.6,0: Units,PCNT: %,RA: Reanalysed,,74.8,80.2,1292.6,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête Démographique et de Santé en Guinée 2018. Conakry  Guinée  et Rockville  Maryland  USA   INS et ICF,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GNB: Guinea-Bissau,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    80.6,0: Units,PCNT: %,RA: Reanalysed,,78.2,82.9,1118.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Multiple indicator cluster survey Guinea-Bissau  2000 (MICS). Bissau  Guinea-Bissau  General Direction of Planning  National Institute of Statistics and Census and UNICEF  2000,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GNB: Guinea-Bissau,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2006,    83.6,0: Units,PCNT: %,RA: Reanalysed,,80.9,86,1275.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête par grappes à indicateurs multiples  Guinée-Bissau  2006  Rapport final. Bissau  Guinée-Bissau   Ministère de l`Economie - Secrétariat d`Etat du Plan et à l`Intégration Régionale  2006,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GNB: Guinea-Bissau,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2014,    77.0,0: Units,PCNT: %,RA: Reanalysed,,73.9,79.8,1611.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Inquérito aos Indicadores Múltiplos (MICS5) 2014  Relatório Final. Bissau  Guiné-Bissau  Ministério da Economia e Finanças e Direcção Geral do Plano/ Instituto Nacional de Estatística (INE),https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GNB: Guinea-Bissau,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2019,    74.9,0: Units,PCNT: %,RA: Reanalysed,,71.7,77.9,1426.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Inquérito aos Indicadores Múltiplos (MICS5) 2018-2019  Relatório Final. Bissau  Guiné-Bissau  Ministério da Economia e Finanças e Direcção Geral do Plano/ Instituto Nacional de Estatística (INE).,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GUY: Guyana,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    43.2,0: Units,PCNT: %,RA: Reanalysed,,37,49.6,536.4,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Guyana multiple indicator cluster survey (MICS). Georgetown  Guyana  2001,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GUY: Guyana,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2006,    53.7,0: Units,PCNT: %,RA: Reanalysed,,47.5,59.9,440.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Guyana multiple indicator cluster survey 2006  final report. Georgetown  Guyana  Bureau of Statistics and UNICEF  2008,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,M12T23: 12 to 23 months old
