,alpha3,Dim1,Indicator,Location,Time period,Dim1 type,Value,country-code,sex_dichotomic,Value2,CI95_low,CI95_high
310,SLE,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Sierra Leone,2012,Sex,18.8 [9.6-30.4],694,0,18.8,9.6,30.4
311,SLE,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Sierra Leone,2012,Sex,10.4 [5.1-17.4],694,1,10.4,5.1,17.4
312,SLV,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),El Salvador,2012,Sex,40.1 [26.5-55.2],222,0,40.1,26.5,55.2
313,SLV,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),El Salvador,2012,Sex,28.9 [18.2-41.2],222,1,28.9,18.2,41.2
314,SMR,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),San Marino,2012,Sex,31.5 [10.7-57.1],674,0,31.5,10.7,57.1
315,SMR,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),San Marino,2012,Sex,26.1 [10.6-48.0],674,1,26.1,10.6,48.0
316,SOM,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Somalia,2012,Sex,23.2 [7.3-47.2],706,0,23.2,7.3,47.2
317,SOM,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Somalia,2012,Sex,14.2 [4.8-31.3],706,1,14.2,4.8,31.3
318,SRB,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Serbia,2012,Sex,51.7 [33.2-70.1],688,0,51.7,33.2,70.1
319,SRB,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Serbia,2012,Sex,40.8 [26.3-56.0],688,1,40.8,26.3,56.0
320,SSD,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),South Sudan,2012,Sex,19.5 [5.3-42.7],728,0,19.5,5.3,42.7
321,SSD,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),South Sudan,2012,Sex,14.0 [4.6-31.6],728,1,14.0,4.6,31.6
322,STP,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Sao Tome and Principe,2012,Sex,21.8 [14.5-30.4],678,0,21.8,14.5,30.4
323,STP,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Sao Tome and Principe,2012,Sex,13.6 [8.7-19.8],678,1,13.6,8.7,19.8
324,SUR,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Suriname,2012,Sex,48.5 [34.4-62.9],740,0,48.5,34.4,62.9
325,SUR,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Suriname,2012,Sex,37.2 [25.1-49.7],740,1,37.2,25.1,49.7
326,SVK,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Slovakia,2012,Sex,25.6 [16.9-36.0],703,0,25.6,16.9,36.0
327,SVK,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Slovakia,2012,Sex,23.2 [15.7-32.0],703,1,23.2,15.7,32.0
328,SVN,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Slovenia,2012,Sex,20.5 [14.6-27.7],705,0,20.5,14.6,27.7
329,SVN,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Slovenia,2012,Sex,16.8 [11.7-22.8],705,1,16.8,11.7,22.8
330,SWE,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Sweden,2012,Sex,17.1 [12.0-23.1],752,0,17.1,12.0,23.1
331,SWE,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Sweden,2012,Sex,15.8 [11.5-20.9],752,1,15.8,11.5,20.9
332,SWZ,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Eswatini,2012,Sex,25.3 [14.7-37.6],748,0,25.3,14.7,37.6
333,SWZ,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Eswatini,2012,Sex,16.3 [9.1-25.3],748,1,16.3,9.1,25.3
334,SYC,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Seychelles,2012,Sex,20.8 [13.0-29.9],690,0,20.8,13.0,29.9
335,SYC,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Seychelles,2012,Sex,21.4 [14.0-30.2],690,1,21.4,14.0,30.2
336,SYR,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Syrian Arab Republic,2012,Sex,38.6 [15.3-66.0],760,0,38.6,15.3,66.0
337,SYR,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Syrian Arab Republic,2012,Sex,30.4 [12.9-53.2],760,1,30.4,12.9,53.2
338,TCD,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Chad,2012,Sex,21.3 [9.0-38.0],148,0,21.3,9.0,38.0
339,TCD,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Chad,2012,Sex,18.7 [9.4-31.5],148,1,18.7,9.4,31.5
340,TGO,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Togo,2012,Sex,15.3 [9.2-22.8],768,0,15.3,9.2,22.8
341,TGO,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Togo,2012,Sex,12.7 [7.7-18.6],768,1,12.7,7.7,18.6
342,THA,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Thailand,2012,Sex,22.9 [18.5-27.6],764,0,22.9,18.5,27.6
343,THA,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Thailand,2012,Sex,21.2 [17.2-25.5],764,1,21.2,17.2,25.5
344,TJK,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Tajikistan,2012,Sex,38.0 [24.5-53.0],762,0,38.0,24.5,53.0
345,TJK,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Tajikistan,2012,Sex,22.8 [13.4-34.1],762,1,22.8,13.4,34.1
346,TKM,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Turkmenistan,2012,Sex,15.4 [7.5-25.5],795,0,15.4,7.5,25.5
347,TKM,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Turkmenistan,2012,Sex,11.9 [5.9-20.0],795,1,11.9,5.9,20.0
348,TLS,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Timor-Leste,2012,Sex,26.4 [12.4-44.6],626,0,26.4,12.4,44.6
349,TLS,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Timor-Leste,2012,Sex,16.6 [7.3-29.4],626,1,16.6,7.3,29.4
350,TON,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Tonga,2012,Sex,37.3 [27.9-47.6],776,0,37.3,27.9,47.6
351,TON,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Tonga,2012,Sex,23.7 [16.5-31.6],776,1,23.7,16.5,31.6
352,TTO,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Trinidad and Tobago,2012,Sex,49.2 [34.4-64.0],780,0,49.2,34.4,64.0
353,TTO,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Trinidad and Tobago,2012,Sex,32.1 [21.2-44.4],780,1,32.1,21.2,44.4
354,TUN,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Tunisia,2012,Sex,32.0 [16.3-51.6],788,0,32.0,16.3,51.6
355,TUN,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Tunisia,2012,Sex,24.1 [12.8-37.8],788,1,24.1,12.8,37.8
356,TUR,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Türkiye,2012,Sex,51.0 [41.2-61.3],792,0,51.0,41.2,61.3
357,TUR,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Türkiye,2012,Sex,32.9 [24.5-41.7],792,1,32.9,24.5,41.7
358,TUV,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Tuvalu,2012,Sex,36.8 [23.3-51.1],798,0,36.8,23.3,51.1
359,TUV,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Tuvalu,2012,Sex,22.6 [13.5-33.6],798,1,22.6,13.5,33.6
360,TZA,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),United Republic of Tanzania,2012,Sex,7.4 [3.8-12.4],834,0,7.4,3.8,12.4
361,TZA,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),United Republic of Tanzania,2012,Sex,7.1 [3.9-11.3],834,1,7.1,3.9,11.3
362,UGA,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Uganda,2012,Sex,8.1 [4.1-13.8],800,0,8.1,4.1,13.8
363,UGA,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Uganda,2012,Sex,6.5 [3.4-10.7],800,1,6.5,3.4,10.7
364,UKR,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Ukraine,2012,Sex,11.5 [6.7-17.7],804,0,11.5,6.7,17.7
365,UKR,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Ukraine,2012,Sex,11.5 [7.0-17.1],804,1,11.5,7.0,17.1
366,URY,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Uruguay,2012,Sex,34.0 [21.1-48.9],858,0,34.0,21.1,48.9
367,URY,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Uruguay,2012,Sex,28.2 [17.5-40.1],858,1,28.2,17.5,40.1
368,USA,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),United States of America,2012,Sex,37.3 [31.5-43.0],840,0,37.3,31.5,43.0
369,USA,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),United States of America,2012,Sex,27.0 [22.2-31.8],840,1,27.0,22.2,31.8
370,UZB,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Uzbekistan,2012,Sex,21.1 [15.1-27.9],860,0,21.1,15.1,27.9
371,UZB,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Uzbekistan,2012,Sex,15.9 [11.2-21.5],860,1,15.9,11.2,21.5
372,VCT,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Saint Vincent and the Grenadines,2012,Sex,35.6 [23.1-49.9],670,0,35.6,23.1,49.9
373,VCT,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Saint Vincent and the Grenadines,2012,Sex,19.6 [11.9-29.1],670,1,19.6,11.9,29.1
374,VEN,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Venezuela (Bolivarian Republic of),2012,Sex,46.7 [31.8-62.1],862,0,46.7,31.8,62.1
375,VEN,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Venezuela (Bolivarian Republic of),2012,Sex,36.7 [24.9-50.0],862,1,36.7,24.9,50.0
376,VNM,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Viet Nam,2012,Sex,25.5 [19.5-32.0],704,0,25.5,19.5,32.0
377,VNM,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Viet Nam,2012,Sex,19.6 [14.6-25.1],704,1,19.6,14.6,25.1
378,VUT,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Vanuatu,2012,Sex,11.0 [5.3-19.1],548,0,11.0,5.3,19.1
379,VUT,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Vanuatu,2012,Sex,8.7 [4.3-15.0],548,1,8.7,4.3,15.0
380,WSM,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Samoa,2012,Sex,29.6 [19.6-41.1],882,0,29.6,19.6,41.1
381,WSM,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Samoa,2012,Sex,16.1 [9.6-23.8],882,1,16.1,9.6,23.8
382,YEM,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Yemen,2012,Sex,29.0 [9.3-55.7],887,0,29.0,9.3,55.7
383,YEM,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Yemen,2012,Sex,20.4 [7.5-41.1],887,1,20.4,7.5,41.1
384,ZAF,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),South Africa,2012,Sex,50.6 [40.9-60.7],710,0,50.6,40.9,60.7
385,ZAF,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),South Africa,2012,Sex,44.7 [35.5-54.3],710,1,44.7,35.5,54.3
386,ZMB,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Zambia,2012,Sex,18.8 [12.0-26.9],894,0,18.8,12.0,26.9
387,ZMB,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Zambia,2012,Sex,11.2 [7.0-16.7],894,1,11.2,7.0,16.7
388,ZWE,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Zimbabwe,2012,Sex,21.8 [9.3-38.8],716,0,21.8,9.3,38.8
389,ZWE,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Zimbabwe,2012,Sex,13.4 [6.2-23.4],716,1,13.4,6.2,23.4
